employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,availability_status,workload_percentage,active_tasks,performance_score
EMP3698,Manoj Mishra,employee3698@company.local,IT,HR Executive,3.5,2014-01-04,Django,Busy,73.0,4,64.7
EMP1192,Sanjay Singh,employee1192@company.local,IT,Team Lead,9.7,2016-09-18,"Django, Finance, Data Analysis",Available,50.0,1,79.2
EMP1740,Arun Raj,employee1740@company.local,IT,Team Lead,2.9,2012-06-15,"SQL, Project Management, Deep Learning",Unknown,46.0,3,63.7
EMP2059,Isha Joshi,employee2059@company.local,HR,Senior Developer,4.0,2016-06-09,Machine Learning,Available,12.2,2,74.0
EMP2252,Sanjay Raj,employee2252@company.local,Data Science,Analyst,3.3,2013-09-29,Machine Learning,Unknown,48.4,5,70.2
EMP369,Meera Reddy,employee369@company.local,Sales,Business Analyst,1.7,2024-01-15,"Machine Learning, Project Management, Data Analysis",Busy,64.2,3,53.2
EMP986,Kiran Patel,employee986@company.local,Operations,Data Scientist,5.0,2015-02-16,"Finance, Deep Learning, Excel",Busy,27.3,3,57.2
EMP632,Sanjay Singh,employee632@company.local,Finance,Team Lead,1.8,2025-05-06,"Machine Learning, NLP",Available,57.0,4,62.9
EMP4424,Vivek Singh,employee4424@company.local,HR,Project Manager,13.0,2012-04-16,"Data Analysis, Machine Learning, Deep Learning, NLP",Busy,40.4,2,88.9
EMP1631,Divya Iyer,employee1631@company.local,Data Science,Project Manager,4.8,2020-12-18,"SQL, React, Finance, Excel",Busy,61.1,3,61.3
EMP771,Divya Sharma,employee771@company.local,Sales,Finance Analyst,2.5,2015-07-08,"Python, NLP, Computer Vision, React",Available,100.0,6,57.3
EMP4392,Sanjay Singh,employee4392@company.local,IT,Team Lead,1.3,2022-06-01,Computer Vision,Busy,62.3,4,63.9
EMP2085,Anita Menon,employee2085@company.local,HR,Data Scientist,5.1,2013-02-16,"Project Management, React",Available,82.9,5,60.7
EMP192,Sanjay Kumar,employee192@company.local,HR,Team Lead,2.9,2018-02-23,Computer Vision,Available,65.3,5,77.1
EMP882,Rahul Mishra,employee882@company.local,Operations,Team Lead,8.7,2025-03-16,Project Management,Available,43.2,3,68.9
EMP1737,Swati Kapoor,employee1737@company.local,IT,Senior Developer,1.9,2019-09-02,"Project Management, Finance, Excel",Busy,53.4,2,83.2
EMP4388,Rohit Verma,employee4388@company.local,Data Science,Business Analyst,6.5,2016-12-04,React,Available,40.1,2,64.0
EMP3241,Priya Kapoor,employee3241@company.local,Data Science,Data Scientist,5.4,2018-05-01,"Django, Computer Vision, Finance, SQL",Busy,81.2,6,64.4
EMP2605,Anita Pillai,employee2605@company.local,Operations,HR Executive,3.3,2014-05-30,"NLP, Django, Computer Vision, Python",Available,95.8,7,60.0
EMP1389,Meera Pillai,employee1389@company.local,Marketing,Business Analyst,2.5,2014-08-25,Computer Vision,Available,34.0,1,76.2
EMP2827,Neha Joshi,employee2827@company.local,HR,Data Scientist,7.9,2024-06-16,Django,Available,78.1,6,62.7
EMP2436,Aditya Verma,employee2436@company.local,Finance,Developer,10.0,2020-04-29,SQL,Busy,61.4,5,72.0
EMP1575,Kavya Nair,employee1575@company.local,Operations,Senior Developer,1.7,2018-09-14,"Data Analysis, Computer Vision, Excel, Project Management",Available,60.3,6,50.0
EMP3321,Priya Kapoor,employee3321@company.local,Marketing,Developer,5.9,2014-03-06,"Computer Vision, Django, Deep Learning",Available,0.0,1,45.3
EMP4802,Rahul Mishra,employee4802@company.local,Data Science,Team Lead,0.9,2018-09-22,"Python, Deep Learning, React, SQL",Available,37.9,1,74.0
EMP4761,Priya Kapoor,employee4761@company.local,Data Science,Business Analyst,6.6,2014-10-11,"Project Management, Machine Learning, Python",Available,51.2,5,64.0
EMP2260,Arun Verma,employee2260@company.local,Engineering,Analyst,6.8,2020-10-25,"Deep Learning, React, Project Management",Available,53.6,3,61.9
EMP1963,Sneha Joshi,employee1963@company.local,Engineering,Project Manager,8.1,2015-07-19,"React, NLP",Available,66.9,3,86.4
EMP1620,Arun Verma,employee1620@company.local,Finance,Team Lead,2.3,2021-02-07,"NLP, Machine Learning",Available,55.7,3,64.0
EMP4589,Meera Pillai,employee4589@company.local,Engineering,Analyst,13.1,2023-09-01,"Project Management, Finance, Data Analysis",Available,97.7,7,59.3
EMP3478,Manoj Thomas,employee3478@company.local,HR,Team Lead,2.5,2014-01-20,"Data Analysis, React, Machine Learning",Available,50.0,5,75.0
EMP1051,Divya Joshi,employee1051@company.local,Engineering,Developer,1.4,2024-10-14,"React, SQL",Available,66.6,4,78.9
EMP1009,Meera Reddy,employee1009@company.local,Marketing,Team Lead,7.4,2019-02-04,Python,Available,57.5,6,82.3
EMP1942,Rahul Thomas,employee1942@company.local,Engineering,Data Scientist,11.1,2012-10-29,"SQL, Data Analysis, Excel",Busy,40.4,2,81.3
EMP4177,Swati Reddy,employee4177@company.local,Engineering,Analyst,17.1,2017-03-17,Machine Learning,Available,81.2,7,91.3
EMP2529,Meera Reddy,employee2529@company.local,Data Science,HR Executive,4.8,2019-08-27,"Python, Machine Learning, React, SQL",Available,67.2,3,76.9
EMP4631,Divya Nair,employee4631@company.local,Engineering,Business Analyst,12.5,2015-08-16,NLP,Busy,41.5,1,79.9
EMP001,Priya Reddy,employee001@company.local,Engineering,Business Analyst,2.4,2021-10-28,"React, NLP",Busy,53.9,3,65.3
EMP4804,Vivek Verma,employee4804@company.local,Finance,Finance Analyst,4.8,2020-12-11,Python,Busy,35.7,4,69.4
EMP4498,Manoj Mishra,employee4498@company.local,Marketing,Data Scientist,7.3,2019-03-03,"NLP, Django, Computer Vision, Machine Learning",Busy,62.9,7,52.2
EMP1446,Kiran Thomas,employee1446@company.local,Finance,Project Manager,4.9,2024-02-10,Finance,Available,43.1,3,61.1
EMP3640,Arun Singh,employee3640@company.local,Operations,Analyst,6.3,2012-07-11,Computer Vision,Busy,23.7,4,64.5
EMP221,Priya Pillai,employee221@company.local,IT,Analyst,8.7,2018-03-12,"Computer Vision, SQL, NLP",Busy,24.5,2,80.6
EMP2621,Priya Pillai,employee2621@company.local,IT,Developer,1.0,2018-07-23,Django,Available,90.7,5,56.8
EMP2522,Rahul Patel,employee2522@company.local,IT,Data Scientist,7.9,2016-12-02,"Python, Data Analysis",Busy,82.2,4,51.1
EMP2868,Rohit Verma,employee2868@company.local,Engineering,Analyst,18.4,2017-11-29,"React, Python, Machine Learning, SQL",Busy,73.6,5,72.7
EMP2027,Neha Joshi,employee2027@company.local,Engineering,HR Executive,3.6,2014-03-17,"Data Analysis, Finance",Available,63.2,6,73.7
EMP1871,Divya Iyer,employee1871@company.local,Sales,Finance Analyst,3.9,2018-03-20,"SQL, Deep Learning, Computer Vision, Data Analysis",Busy,48.2,4,77.1
EMP2699,Isha Joshi,employee2699@company.local,HR,Business Analyst,3.7,2016-12-18,"NLP, Machine Learning, Computer Vision",Available,43.6,4,66.5
EMP3495,Kavya Nair,employee3495@company.local,HR,HR Executive,8.2,2016-01-24,"Computer Vision, Excel, Project Management",Available,72.3,4,66.8
EMP2100,Arun Verma,employee2100@company.local,Engineering,Developer,3.4,2013-01-14,"Machine Learning, Python, Project Management, Data Analysis",Busy,35.0,2,60.6
EMP4904,Vivek Singh,employee4904@company.local,Marketing,Senior Developer,5.7,2020-12-18,"Deep Learning, Data Analysis, SQL, Django",Busy,66.9,5,62.4
EMP3465,Anita Kapoor,employee3465@company.local,Engineering,Data Scientist,5.0,2020-07-25,"Finance, Computer Vision, SQL",Available,67.4,3,49.7
EMP2168,Rohit Singh,employee2168@company.local,Engineering,Senior Developer,6.2,2012-05-07,Project Management,Available,59.4,6,75.0
EMP2517,Swati Menon,employee2517@company.local,Engineering,Analyst,5.6,2021-10-09,"Python, Excel",Available,16.1,0,80.3
EMP2964,Vivek Verma,employee2964@company.local,Finance,Senior Developer,4.9,2024-08-15,"Finance, Data Analysis, NLP",Busy,83.8,4,61.7
EMP3494,Nikhil Thomas,employee3494@company.local,Engineering,Team Lead,15.7,2021-11-02,Excel,Busy,50.5,4,81.2
EMP1407,Neha Iyer,employee1407@company.local,Data Science,HR Executive,16.9,2020-12-30,"Data Analysis, Django, Machine Learning, Deep Learning",Available,70.1,3,68.8
EMP1102,Rahul Das,employee1102@company.local,Operations,HR Executive,7.5,2015-02-19,"React, SQL",Available,100.0,7,62.3
EMP1104,Vivek Kumar,employee1104@company.local,Marketing,Business Analyst,7.4,2023-12-02,"React, NLP, Deep Learning, Data Analysis",Available,100.0,7,78.1
EMP649,Meera Kapoor,employee649@company.local,Operations,Senior Developer,5.4,2018-07-19,"Machine Learning, NLP, Deep Learning",Available,67.1,4,74.4
EMP1885,Anita Pillai,employee1885@company.local,Engineering,Business Analyst,3.2,2013-12-25,"SQL, React, Project Management, Finance",Available,0.0,0,65.7
EMP257,Swati Reddy,employee257@company.local,IT,Team Lead,6.6,2024-12-21,"Excel, Machine Learning, SQL",Available,76.7,6,79.7
EMP4263,Sneha Nair,employee4263@company.local,HR,Data Scientist,4.0,2019-02-14,"NLP, Deep Learning, Project Management, Excel",Busy,54.2,4,64.3
EMP2080,Arun Kumar,employee2080@company.local,IT,Project Manager,4.7,2019-12-29,"Machine Learning, Excel, Django",Busy,2.5,1,74.6
EMP4582,Rahul Thomas,employee4582@company.local,Finance,Business Analyst,0.4,2012-02-28,"Deep Learning, NLP, Project Management, Computer Vision",Available,35.0,3,48.1
EMP3572,Sanjay Verma,employee3572@company.local,Sales,Senior Developer,2.7,2024-07-18,NLP,Available,83.9,5,70.1
EMP2015,Kavya Iyer,employee2015@company.local,IT,Data Scientist,3.7,2024-11-11,React,Available,18.8,1,72.3
EMP3801,Priya Kapoor,employee3801@company.local,Operations,Business Analyst,8.0,2023-09-01,Project Management,Available,59.9,3,73.2
EMP798,Manoj Das,employee798@company.local,Operations,Data Scientist,0.8,2015-03-23,"Django, Deep Learning, Excel, Project Management",On Leave,49.2,2,69.4
EMP1751,Divya Nair,employee1751@company.local,Engineering,Developer,2.2,2019-12-18,NLP,Available,55.3,3,69.8
EMP332,Sanjay Raj,employee332@company.local,Marketing,Data Scientist,13.3,2021-07-30,NLP,Available,46.1,4,72.8
EMP1195,Kavya Joshi,employee1195@company.local,Engineering,Analyst,0.3,2012-02-10,"Data Analysis, Finance",Busy,73.6,4,63.7
EMP1171,Divya Sharma,employee1171@company.local,HR,Finance Analyst,5.5,2015-10-11,"React, Python, Machine Learning",On Leave,30.2,4,74.7
EMP2127,Neha Iyer,employee2127@company.local,Engineering,Developer,2.4,2022-10-27,"Python, Django, NLP",On Leave,15.2,0,74.7
EMP3205,Anita Menon,employee3205@company.local,IT,Developer,12.2,2025-03-13,"Django, SQL, Data Analysis, Machine Learning",Available,49.6,5,68.5
EMP708,Rohit Verma,employee708@company.local,HR,Senior Developer,7.9,2015-10-14,"Deep Learning, Machine Learning",Available,76.3,5,88.3
EMP4230,Amit Thomas,employee4230@company.local,Data Science,Developer,3.1,2014-12-16,"Deep Learning, SQL, Finance, Excel",Busy,22.5,1,61.7
EMP1554,Nikhil Mishra,employee1554@company.local,Operations,Business Analyst,0.8,2015-08-03,NLP,On Leave,75.5,6,64.1
EMP388,Rohit Verma,employee388@company.local,Sales,Data Scientist,7.9,2021-02-20,React,Available,61.1,4,73.0
EMP4120,Arun Singh,employee4120@company.local,Engineering,Project Manager,1.1,2012-05-03,"Python, Finance, React, Excel",Available,78.8,6,67.6
EMP4419,Isha Sharma,employee4419@company.local,Engineering,Analyst,3.1,2020-05-03,"NLP, Machine Learning, Data Analysis, Python",Available,64.2,4,73.1
EMP1120,Arun Kumar,employee1120@company.local,Operations,Team Lead,3.4,2012-01-21,"Project Management, Machine Learning, Computer Vision, React",Available,77.9,7,65.7
EMP560,Arun Kumar,employee560@company.local,HR,Data Scientist,22.0,2014-06-16,"Finance, Deep Learning",Busy,48.0,2,94.1
EMP977,Swati Reddy,employee977@company.local,Sales,Analyst,2.4,2013-10-24,"SQL, React",Available,39.8,2,65.8
EMP1612,Sanjay Raj,employee1612@company.local,Operations,Finance Analyst,9.5,2012-07-28,"Python, Excel, Finance, React",On Leave,32.1,1,69.5
EMP1589,Meera Menon,employee1589@company.local,Data Science,Analyst,1.8,2023-09-21,"Project Management, Deep Learning, Machine Learning, NLP",Available,91.0,7,50.3
EMP098,Manoj Mishra,employee098@company.local,Sales,Team Lead,6.9,2015-03-01,"Computer Vision, Excel",Busy,99.3,9,72.7
EMP3682,Rahul Mishra,employee3682@company.local,HR,HR Executive,4.8,2022-02-11,"Data Analysis, React, Django",Busy,29.2,3,80.8
EMP1814,Nikhil Thomas,employee1814@company.local,Operations,Senior Developer,13.9,2016-10-09,"Excel, Computer Vision, SQL, React",On Leave,72.0,4,87.2
EMP395,Kavya Joshi,employee395@company.local,Finance,Developer,1.7,2012-07-02,"NLP, Django, Deep Learning, Computer Vision",Available,57.1,2,69.1
EMP4468,Rohit Verma,employee4468@company.local,Marketing,Finance Analyst,4.4,2022-12-23,"Finance, React, Data Analysis",Busy,44.2,1,59.6
EMP1496,Aditya Singh,employee1496@company.local,HR,Finance Analyst,12.4,2022-03-29,"Django, Deep Learning, React",Busy,57.9,4,83.4
EMP1777,Swati Reddy,employee1777@company.local,Finance,Developer,10.1,2020-10-24,"Machine Learning, Deep Learning",Busy,48.9,2,79.1
EMP1328,Rohit Kumar,employee1328@company.local,Sales,Senior Developer,7.2,2020-07-06,"Computer Vision, SQL, React, Finance",Available,72.0,2,78.3
EMP2746,Kiran Patel,employee2746@company.local,Data Science,Senior Developer,9.9,2020-05-01,Project Management,Available,66.3,5,54.6
EMP4522,Rahul Patel,employee4522@company.local,Engineering,Data Scientist,13.2,2023-08-05,"Deep Learning, Python, SQL, Machine Learning",Busy,63.1,5,80.0
EMP1852,Sanjay Raj,employee1852@company.local,Engineering,Finance Analyst,4.9,2021-09-02,Finance,Available,84.5,5,67.1
EMP1344,Vivek Kumar,employee1344@company.local,IT,Analyst,1.4,2023-03-24,React,Busy,80.5,7,52.8
EMP1458,Manoj Mishra,employee1458@company.local,Marketing,Team Lead,2.3,2022-12-24,"Data Analysis, Django, Deep Learning, SQL",On Leave,55.7,4,69.4
EMP545,Anita Reddy,employee545@company.local,Operations,Developer,5.6,2023-06-06,"Deep Learning, NLP",Available,95.6,7,60.4
EMP1308,Rohit Raj,employee1308@company.local,Engineering,HR Executive,5.2,2019-09-01,Excel,Busy,29.4,3,82.2
EMP1155,Kavya Sharma,employee1155@company.local,Operations,Team Lead,10.9,2024-05-23,"Computer Vision, Deep Learning",Available,35.6,5,70.6
EMP993,Pooja Reddy,employee993@company.local,Operations,HR Executive,5.4,2016-11-05,Python,Busy,28.3,2,74.3
EMP1425,Anita Reddy,employee1425@company.local,HR,Developer,2.8,2015-12-26,"Excel, SQL",Available,43.6,3,63.6
EMP4627,Neha Sharma,employee4627@company.local,Engineering,Analyst,3.6,2015-04-26,React,Available,57.1,4,57.8
EMP2852,Sanjay Verma,employee2852@company.local,Data Science,Developer,2.8,2019-03-23,Data Analysis,Busy,65.6,3,68.8
EMP2759,Isha Nair,employee2759@company.local,Data Science,Data Scientist,4.5,2019-07-31,"Python, Finance, React, Project Management",Available,1.7,1,74.4
EMP4317,Swati Pillai,employee4317@company.local,HR,Business Analyst,6.2,2013-10-04,"Data Analysis, Machine Learning, SQL",On Leave,32.2,3,70.8
EMP4295,Kavya Nair,employee4295@company.local,Operations,Business Analyst,1.9,2019-10-09,Finance,Available,71.3,3,68.6
EMP4891,Divya Joshi,employee4891@company.local,Data Science,Data Scientist,5.7,2012-03-18,NLP,Available,97.3,7,75.9
EMP2748,Rohit Raj,employee2748@company.local,HR,Data Scientist,1.5,2013-05-22,"NLP, Computer Vision",Available,7.2,0,59.2
EMP4122,Rahul Patel,employee4122@company.local,Data Science,Business Analyst,8.7,2014-11-23,"Deep Learning, Django, Data Analysis, Excel",Available,53.2,2,58.4
EMP4058,Manoj Patel,employee4058@company.local,HR,Business Analyst,5.3,2014-11-04,"SQL, Finance, React",Busy,24.0,1,73.1
EMP1900,Arun Raj,employee1900@company.local,Sales,Analyst,4.3,2022-03-07,"Finance, Computer Vision, Excel",Available,51.8,1,74.6
EMP4784,Vivek Kumar,employee4784@company.local,Engineering,Project Manager,6.7,2018-03-16,SQL,Busy,72.6,5,84.6
EMP3667,Not specified,employee3667@company.local,HR,Project Manager,8.1,2017-01-02,React,Available,50.6,3,67.6
EMP871,Divya Nair,employee871@company.local,Operations,HR Executive,2.7,2025-03-22,"Deep Learning, Finance",Busy,92.2,6,73.0
EMP1060,Arun Verma,employee1060@company.local,IT,Analyst,6.0,2021-11-12,"Django, Project Management, Finance",Available,60.0,3,67.1
EMP2185,Anita Kapoor,employee2185@company.local,Data Science,Business Analyst,3.7,2023-01-28,"Deep Learning, Finance",Busy,45.6,4,52.1
EMP1404,Vivek Raj,employee1404@company.local,Engineering,HR Executive,13.8,2017-07-27,"Excel, Finance",Available,43.4,2,76.7
EMP1857,Swati Reddy,employee1857@company.local,HR,Senior Developer,5.6,2018-04-12,Machine Learning,Available,100.0,7,69.4
EMP2051,Divya Sharma,employee2051@company.local,Engineering,Team Lead,5.1,2018-04-06,"Finance, Python",Available,58.0,6,48.8
EMP1638,Manoj Thomas,employee1638@company.local,HR,Business Analyst,8.5,2022-08-08,"Python, Project Management",Available,74.9,6,57.8
EMP4374,Nikhil Thomas,employee4374@company.local,HR,Developer,7.4,2023-07-23,"React, Project Management, Computer Vision, SQL",Busy,74.9,5,82.7
EMP3522,Rahul Mishra,employee3522@company.local,HR,Business Analyst,7.4,2024-02-07,Excel,Busy,84.3,7,81.8
EMP180,Arun Verma,employee180@company.local,Data Science,Data Scientist,12.2,2021-09-15,"React, Python, Finance, Excel",Available,79.9,6,85.5
EMP4740,Arun Verma,employee4740@company.local,Finance,Data Scientist,3.0,2013-05-22,Excel,Busy,52.9,4,52.8
EMP2990,Amit Das,employee2990@company.local,Engineering,Developer,4.3,2025-02-12,"Machine Learning, Excel, SQL, NLP",Available,4.9,0,61.1
EMP2969,Meera Kapoor,employee2969@company.local,Operations,Data Scientist,12.5,2012-12-23,Excel,Available,82.9,4,71.5
EMP3007,Neha Iyer,employee3007@company.local,Sales,Analyst,1.5,2019-08-24,"Data Analysis, Machine Learning, Excel, Project Management",Available,48.3,2,48.5
EMP291,Divya Sharma,employee291@company.local,IT,Data Scientist,6.6,2012-03-19,Excel,Available,43.8,3,68.6
EMP2502,Rahul Thomas,employee2502@company.local,Data Science,Senior Developer,5.5,2021-09-27,"Computer Vision, NLP, Excel, Machine Learning",Available,76.6,9,74.0
EMP3236,Aditya Verma,employee3236@company.local,Marketing,Senior Developer,6.6,2017-06-01,Project Management,Busy,100.0,8,56.7
EMP4233,Pooja Kapoor,employee4233@company.local,HR,Team Lead,2.2,2016-11-01,"Django, Deep Learning, Data Analysis, Finance",Busy,27.7,3,74.0
EMP267,Neha Joshi,employee267@company.local,HR,HR Executive,11.1,2024-08-15,"React, SQL, NLP",Busy,67.8,3,86.6
EMP2147,Neha Sharma,employee2147@company.local,Engineering,Project Manager,13.1,2013-01-05,NLP,Available,38.8,1,73.1
EMP2064,Vivek Kumar,employee2064@company.local,Finance,Team Lead,6.2,2018-05-11,"Django, Computer Vision, Finance, SQL",Available,54.2,6,65.5
EMP1738,Manoj Patel,employee1738@company.local,IT,Business Analyst,7.5,2013-12-14,"Finance, Python, Data Analysis",Available,84.4,9,83.8
EMP3849,Meera Kapoor,employee3849@company.local,Finance,Finance Analyst,5.6,2025-07-25,"Finance, Python, Excel, Deep Learning",Busy,4.6,1,51.1
