employee_id,employee_name,email,department,job_role,experience_years,hire_date,skills,required_skill,availability_status,workload_percentage,active_tasks,performance_score,task_id,task_title,task_description,task_priority,task_status,task_start_date,task_deadline,estimated_hours,hours_logged,progress_percentage,allocation_score,recommended_employee
EMP4995,Kavya Sharma,employee4995@company.local,HR,Finance Analyst,14.2,2012-11-11,Computer Vision,Deep Learning,Available,43.4,4,,TASK32132,Data Cleaning,Complete Deep Learning related work for the assigned business operation.,High,In Progress,2025-02-01,2025-03-11,36.5,25.4,56.9,55.0,0
EMP1204,Vivek Verma,employee1204@company.local,Finance,Analyst,5.8,2025-07-13,NLP,Data Analysis,Available,47.4,3,75.3,TASK12276,API Development,Complete Data Analysis related work for the assigned business operation.,Medium,In Progress,2025-05-18,2025-05-29,50.6,41.4,68.7,52.0,1
EMP142,Rahul Das,employee142@company.local,IT,Data Scientist,7.1,2015-03-14,"Machine Learning, Excel, Deep Learning",Deep Learning,Available,24.8,1,73.4,TASK37820,Django Feature Development,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2025-10-19,2025-12-05,33.9,39.2,100.0,91.4,1
EMP2803,Sneha Sharma,employee2803@company.local,HR,Developer,20.5,2015-08-28,"Django, Deep Learning, Finance, Machine Learning",SQL,Available,71.2,6,80.6,TASK47073,Machine Learning Task,Complete SQL related work for the assigned business operation.,Medium,Not Started,2026-07-21,2026-08-20,18.1,10.9,52.4,48.6,1
EMP146,Kiran Mishra,employee146@company.local,Data Science,Data Scientist,,2016-03-28,"Excel, React, SQL",Computer Vision,Busy,50.4,4,84.2,TASK08333,API Development,Complete Computer Vision related work for the assigned business operation.,High,Completed,2025-09-21,2025-11-13,38.7,37.4,82.5,33.1,0
EMP4600,Arun Singh,employee4600@company.local,Finance,Data Scientist,10.4,2017-09-24,"Data Analysis, Machine Learning",Excel,Available,42.2,3,83.1,TASK10677,Employee Data Analysis,Complete Excel related work for the assigned business operation.,Medium,Completed,2025-04-24,2025-05-26,47.6,30.6,67.4,53.4,1
EMP4850,Amit Mishra,employee4850@company.local,IT,Business Analyst,5.2,2016-07-03,"Excel, Data Analysis, Finance",Machine Learning,Available,71.8,5,77.9,TASK20329,Data Cleaning,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2025-08-17,2025-09-16,35.1,32.1,94.4,46.6,1
EMP1539,Isha Sharma,employee1539@company.local,Finance,Data Scientist,,2022-03-30,"Machine Learning, React, Data Analysis",React,Busy,59.4,4,83.7,TASK26031,Data Cleaning,Complete React related work for the assigned business operation.,High,In Progress,2025-08-28,2025-09-10,26.6,25.0,91.5,63.6,1
EMP2405,Anita Menon,employee2405@company.local,Operations,Senior Developer,2.0,2022-01-22,"Excel, NLP, Machine Learning",Computer Vision,Available,92.1,7,67.1,TASK13089,System Testing,Complete Computer Vision related work for the assigned business operation.,Medium,In Progress,2025-04-22,2025-05-22,46.7,37.8,81.0,32.1,0
EMP4554,Nikhil Patel,employee4554@company.local,,Developer,12.3,2022-06-26,"NLP, React, SQL",Deep Learning,Available,21.3,0,70.3,TASK18976,,Complete Deep Learning related work for the assigned business operation.,Low,In Progress,2025-08-19,2025-09-08,35.9,24.4,77.4,58.7,1
EMP3075,Kavya Sharma,employee3075@company.local,,Finance Analyst,8.2,2013-06-26,"NLP, Project Management, Excel, Data Analysis",Excel,Busy,27.5,0,67.8,TASK16495,API Development,Complete Excel related work for the assigned business operation.,Medium,In Progress,2026-03-07,2026-03-19,62.3,36.1,72.5,63.0,1
EMP1843,,employee1843@company.local,Finance,Developer,8.2,2016-12-27,"Django, Finance, Deep Learning",Project Management,Busy,34.5,0,97.7,TASK23032,Machine Learning Task,Complete Project Management related work for the assigned business operation.,Medium,In Progress,2026-03-04,2026-04-17,35.7,40.7,100.0,31.2,1
EMP716,Aditya Raj,employee716@company.local,HR,Senior Developer,4.0,2021-03-14,"SQL, Excel, Django",Django,Available,59.6,4,65.7,TASK37589,Dashboard Update,Complete Django related work for the assigned business operation.,Medium,In Progress,2025-03-02,2025-03-07,20.8,13.6,66.0,81.2,1
EMP1935,Kavya Iyer,employee1935@company.local,Data Science,Business Analyst,3.8,2016-10-11,"Finance, Excel, SQL",Excel,Available,45.0,3,44.2,TASK07816,Project Documentation,Complete Excel related work for the assigned business operation.,Medium,In Progress,2026-01-22,2026-02-26,27.2,25.9,81.9,84.9,1
EMP4475,Kavya Joshi,employee4475@company.local,Sales,Project Manager,2.3,2021-06-26,"Excel, React, Computer Vision, NLP",Python,Available,50.6,4,67.9,TASK41357,System Testing,Complete Python related work for the assigned business operation.,High,Not Started,2025-02-03,2025-04-02,29.0,28.3,100.0,40.7,1
EMP1455,Kavya Iyer,employee1455@company.local,Engineering,Project Manager,1.9,2016-11-15,Finance,NLP,Busy,39.1,3,79.1,TASK43620,Project Documentation,Complete NLP related work for the assigned business operation.,Medium,Completed,2025-07-09,2025-07-18,50.9,51.9,91.4,27.1,1
EMP3945,Anita Kapoor,employee3945@company.local,Operations,Team Lead,14.1,2013-11-02,NLP,Deep Learning,Busy,56.5,5,92.6,TASK15647,System Testing,Complete Deep Learning related work for the assigned business operation.,High,Completed,2025-08-24,2025-09-15,43.6,42.9,98.2,30.7,0
EMP3326,Kiran Das,employee3326@company.local,HR,HR Executive,5.0,2016-08-26,"Project Management, Django, Python, Finance",Data Analysis,Available,69.5,6,75.3,TASK43397,API Development,Complete Data Analysis related work for the assigned business operation.,Medium,Not Started,2025-05-25,2025-07-08,31.4,36.6,100.0,45.7,1
EMP3574,Nikhil Thomas,employee3574@company.local,Sales,Team Lead,13.5,2022-03-18,"NLP, Finance",Python,Available,38.1,3,69.7,TASK41974,SQL Data Processing,Complete Python related work for the assigned business operation.,High,Completed,2025-10-23,2025-11-22,41.5,42.8,97.2,49.5,1
EMP3033,Pooja Kapoor,employee3033@company.local,Data Science,Finance Analyst,4.3,2013-08-13,Computer Vision,Django,Available,64.7,3,54.6,TASK45613,Machine Learning Task,Complete Django related work for the assigned business operation.,,In Progress,2025-11-07,2025-12-09,61.9,64.4,96.3,42.2,1
EMP3158,Manoj Thomas,employee3158@company.local,HR,Data Scientist,3.3,2017-03-07,"Python, Computer Vision, Data Analysis, Django",NLP,Available,32.9,5,64.5,TASK06731,Django Feature Development,Complete NLP related work for the assigned business operation.,High,In Progress,2026-03-18,2026-03-24,20.5,22.0,100.0,44.5,1
EMP1488,Rohit Kumar,employee1488@company.local,Sales,Team Lead,3.6,2021-09-16,"Django, Machine Learning, Computer Vision, React",Machine Learning,Busy,16.3,0,82.0,TASK29833,Project Documentation,Complete Machine Learning related work for the assigned business operation.,Medium,In Progress,2026-02-02,2026-02-25,21.3,25.2,100.0,64.8,1
EMP1716,Aditya Verma,employee1716@company.local,Sales,Developer,3.0,2019-05-08,Django,Python,Available,47.0,4,69.0,TASK32719,Employee Data Analysis,Complete Python related work for the assigned business operation.,Medium,Not Started,2025-04-27,2025-06-22,40.8,34.7,80.0,46.6,0
EMP1863,Sneha Nair,employee1863@company.local,IT,Developer,15.8,2016-10-13,"NLP, SQL, Finance, Django",Django,Busy,37.8,2,87.0,TASK22930,Employee Data Analysis,Complete Django related work for the assigned business operation.,Low,Completed,2026-03-29,2026-05-24,48.5,54.4,100.0,63.8,1
EMP4302,Rahul Das,employee4302@company.local,Engineering,Project Manager,1.5,2018-01-29,"Computer Vision, React, Python",Excel,Available,27.3,3,72.6,TASK42187,Django Feature Development,Complete Excel related work for the assigned business operation.,Low,In Progress,2025-11-30,2026-01-24,48.0,39.9,78.3,42.9,1
EMP2522,Rahul Patel,employee2522@company.local,IT,Data Scientist,7.9,2016-12-02,"Python, Data Analysis",Django,Busy,82.2,5,51.1,TASK41583,Project Documentation,Complete Django related work for the assigned business operation.,High,In Progress,2025-12-22,2025-12-30,29.4,29.8,100.0,10.3,0
EMP1077,Swati Menon,employee1077@company.local,IT,Data Scientist,3.8,2013-08-04,Computer Vision,Finance,Available,19.4,2,66.0,TASK38516,System Testing,Complete Finance related work for the assigned business operation.,Medium,Completed,2025-09-23,2025-10-06,29.8,20.2,61.1,47.0,1
EMP2145,Anita Reddy,employee2145@company.local,Marketing,Project Manager,3.9,2023-02-11,Data Analysis,Machine Learning,Available,68.2,6,48.5,TASK14937,Employee Data Analysis,Complete Machine Learning related work for the assigned business operation.,Medium,Completed,2026-02-05,2026-03-02,52.0,34.6,76.0,35.1,1
EMP539,Isha Joshi,employee539@company.local,Operations,Analyst,11.2,2013-05-16,"Excel, SQL, Python, React",Project Management,Available,66.4,5,77.2,TASK39205,Employee Data Analysis,Complete Project Management related work for the assigned business operation.,,In Progress,2025-05-30,2025-07-27,43.2,22.1,59.8,44.2,0
EMP4447,Neha Iyer,employee4447@company.local,Operations,,7.3,2018-11-13,"Python, Excel, Computer Vision, Django",SQL,Busy,86.3,6,,TASK40242,Machine Learning Task,,High,Completed,2026-01-10,2026-01-14,22.6,12.7,51.8,11.8,0
EMP3319,Isha Nair,employee3319@company.local,Sales,HR Executive,8.2,2019-10-07,"SQL, NLP, Django",Deep Learning,Busy,38.8,2,73.4,TASK39126,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,Medium,Completed,2026-02-25,2026-04-11,31.3,21.6,69.9,24.4,0
EMP4595,Kavya Sharma,employee4595@company.local,Marketing,Senior Developer,3.3,2015-01-21,"Python, React",Django,On Leave,29.4,0,46.2,TASK38502,Project Documentation,Complete Django related work for the assigned business operation.,Medium,Completed,2025-08-02,2025-08-27,51.5,56.3,96.8,17.2,1
EMP2519,Isha Nair,employee2519@company.local,IT,Data Scientist,9.9,2014-06-29,"Python, Excel",Project Management,Available,5.2,0,58.3,TASK09370,System Testing,Complete Project Management related work for the assigned business operation.,Critical,Completed,2026-08-07,2026-09-30,41.2,15.3,50.2,66.2,1
EMP823,Sneha Nair,employee823@company.local,Engineering,Project Manager,6.7,2025-01-29,"Computer Vision, NLP, Deep Learning",Deep Learning,Available,68.5,3,88.8,TASK00226,Machine Learning Task,Complete Deep Learning related work for the assigned business operation.,Low,Completed,2025-04-22,2025-05-01,38.0,37.7,100.0,83.2,1
EMP1485,Anita Pillai,employee1485@company.local,IT,Project Manager,2.7,2021-01-17,"Computer Vision, Data Analysis",Finance,Busy,36.6,2,64.9,TASK28116,Django Feature Development,Complete Finance related work for the assigned business operation.,High,Completed,2026-04-12,2026-05-29,43.9,37.2,83.5,19.5,1
EMP2548,Rohit Verma,employee2548@company.local,IT,Developer,4.9,2020-05-06,NLP,Django,Available,24.3,3,64.9,TASK29891,Django Feature Development,Complete Django related work for the assigned business operation.,High,In Progress,2025-08-18,2025-09-21,31.9,30.8,100.0,56.5,1
EMP2926,Kiran Das,employee2926@company.local,Marketing,Data Scientist,3.7,2015-09-25,"Project Management, NLP, Deep Learning",SQL,Available,40.1,2,64.3,TASK07387,Data Cleaning,Complete SQL related work for the assigned business operation.,Critical,In Progress,2025-02-09,2025-02-17,40.2,21.8,47.0,41.6,1
EMP1075,Kavya Sharma,employee1075@company.local,IT,Analyst,1.5,2013-04-23,"Finance, Excel",Data Analysis,Available,8.7,0,,TASK31829,Dashboard Update,Complete Data Analysis related work for the assigned business operation.,Medium,Completed,2025-06-17,2025-07-17,40.7,38.0,90.5,47.8,1
EMP965,Anita Menon,employee965@company.local,Sales,Developer,2.8,2021-05-23,"Django, SQL",Django,Available,40.8,3,67.7,TASK12057,System Testing,Complete Django related work for the assigned business operation.,High,In Progress,2026-07-31,2026-09-26,45.1,47.7,100.0,81.8,1
EMP891,Divya Joshi,employee891@company.local,IT,Senior Developer,19.0,2020-10-28,"Computer Vision, Excel",Computer Vision,Available,85.4,5,84.5,TASK04719,Data Cleaning,Complete Computer Vision related work for the assigned business operation.,Medium,Not Started,2025-11-21,2026-01-12,38.4,27.3,64.2,76.2,1
EMP447,Neha Iyer,employee447@company.local,Operations,Project Manager,11.2,2012-05-24,"Machine Learning, Django, Python",React,Available,33.5,2,81.6,TASK47514,Django Feature Development,Complete React related work for the assigned business operation.,Medium,In Progress,2025-11-01,2025-11-16,37.9,19.3,41.8,62.0,1
EMP3494,Nikhil Thomas,employee3494@company.local,Engineering,Team Lead,15.7,2021-11-02,Excel,Excel,Busy,50.5,5,81.2,TASK42232,SQL Data Processing,Complete Excel related work for the assigned business operation.,Medium,In Progress,2025-05-13,2025-06-16,24.5,16.1,67.4,64.9,1
EMP1434,Nikhil Patel,employee1434@company.local,Engineering,Project Manager,10.1,2017-08-28,"Finance, Machine Learning",Excel,Available,52.7,6,66.1,TASK02600,Machine Learning Task,,Low,In Progress,2025-07-13,2025-09-04,29.8,17.8,57.9,48.7,1
EMP4685,Anita Pillai,employee4685@company.local,Engineering,HR Executive,3.2,2014-07-27,Computer Vision,Project Management,Available,33.4,2,65.7,TASK03952,Project Documentation,Complete Project Management related work for the assigned business operation.,Medium,Completed,2025-02-26,2025-04-12,34.8,23.2,68.1,45.2,1
EMP230,Amit Thomas,employee230@company.local,Marketing,Team Lead,7.4,2012-07-24,"React, SQL",Finance,Available,69.4,4,68.2,TASK22119,Employee Data Analysis,Complete Finance related work for the assigned business operation.,High,Completed,2025-03-11,2025-05-05,25.4,22.8,81.1,51.4,1
EMP929,Meera Reddy,employee929@company.local,HR,Senior Developer,7.1,2024-09-15,"Python, NLP",Computer Vision,On Leave,51.8,5,88.5,TASK06917,Machine Learning Task,Complete Computer Vision related work for the assigned business operation.,Medium,Completed,2025-10-04,2025-11-04,48.0,34.6,81.2,27.5,0
EMP2296,Aditya Singh,employee2296@company.local,IT,Team Lead,15.5,2013-09-25,React,Excel,On Leave,49.6,3,71.6,TASK28817,System Testing,Complete Excel related work for the assigned business operation.,High,In Progress,2025-09-24,2025-11-01,56.4,52.5,100.0,18.8,1
EMP1112,Sanjay Singh,employee1112@company.local,Marketing,Senior Developer,2.9,2018-12-07,Deep Learning,React,Busy,42.3,3,69.6,TASK14319,Employee Data Analysis,Complete React related work for the assigned business operation.,Low,In Progress,2025-08-26,2025-09-11,25.3,21.3,77.1,16.0,0
EMP1713,Pooja Reddy,employee1713@company.local,HR,HR Executive,2.7,2020-02-23,"Excel, Data Analysis, Deep Learning, Computer Vision",Excel,Busy,86.5,5,43.9,TASK20050,Project Documentation,Complete Excel related work for the assigned business operation.,High,Not Started,2025-07-17,2025-08-06,39.5,34.2,94.7,41.8,1
EMP3878,Manoj Thomas,employee3878@company.local,IT,Business Analyst,13.8,2019-12-07,"React, SQL",SQL,On Leave,54.6,2,75.1,TASK21550,System Testing,Complete SQL related work for the assigned business operation.,Medium,Completed,2025-01-10,2025-02-13,18.7,21.3,96.6,64.6,1
EMP2017,Swati Reddy,employee2017@company.local,Data Science,HR Executive,8.0,2024-01-16,Data Analysis,SQL,On Leave,42.8,2,54.7,TASK05119,Database Update,Complete SQL related work for the assigned business operation.,Medium,Not Started,2025-09-25,2025-11-09,37.0,36.2,79.9,25.3,0
EMP1340,Arun Raj,employee1340@company.local,Data Science,Business Analyst,3.4,2013-02-22,"Django, Finance",NLP,Available,100.0,6,57.8,TASK19234,Dashboard Update,Complete NLP related work for the assigned business operation.,Medium,In Progress,2025-05-17,2025-06-15,44.1,40.5,100.0,30.1,1
EMP4139,Isha Joshi,employee4139@company.local,HR,Developer,6.9,2019-04-17,"Deep Learning, React, Finance",SQL,Available,54.9,3,78.4,TASK33083,API Development,Complete SQL related work for the assigned business operation.,High,In Progress,2026-04-18,2026-04-21,42.1,41.9,100.0,54.5,1
EMP4066,Kiran Mishra,employee4066@company.local,Sales,Finance Analyst,2.8,2012-03-28,"SQL, Computer Vision, React, Data Analysis",Django,On Leave,64.0,3,72.6,TASK18249,Database Update,Complete Django related work for the assigned business operation.,Medium,Completed,2026-06-04,2026-07-29,35.5,28.0,76.8,21.1,1
EMP394,Nikhil Patel,employee394@company.local,IT,Project Manager,3.7,2017-02-06,React,Deep Learning,Available,82.3,7,80.1,TASK44967,SQL Data Processing,Complete Deep Learning related work for the assigned business operation.,Medium,In Progress,2026-05-17,2026-06-08,25.2,21.6,94.5,33.7,0
EMP3564,Vivek Raj,employee3564@company.local,Finance,HR Executive,,2015-05-05,"Excel, NLP",Computer Vision,Busy,73.2,5,,TASK09252,Django Feature Development,Complete Computer Vision related work for the assigned business operation.,High,Not Started,2025-02-24,2025-03-11,45.2,31.3,81.1,19.4,0
EMP2298,Manoj Patel,employee2298@company.local,Operations,HR Executive,3.9,2017-01-02,"Computer Vision, Data Analysis",Django,Available,84.0,5,70.3,TASK47360,Django Feature Development,Complete Django related work for the assigned business operation.,Low,Not Started,2025-04-30,2025-05-21,40.6,27.9,64.1,38.9,1
